ID,Pulsating,frequency,amplitudeRV,offsetRV,refepochRV,phase,D1_Ps,D1_Tobs,D2_noiseRV_mean,D2_noiseRV_median,D2_noiseRV_stdev,D3_samplingRV_idx,D3_PsRV_mean,D3_PsRV_median,D3_PsRV_stdev,D3_NumRV,D4_noiseRV_mean,D4_noiseRV_median,D4_noiseRV_stdev,ds1_file,ds2_file,ds3_file,ds4_file
RV-0,False,0.0,0.0,465.43585127132246,2457580.007424936,0.0,0.0025,0.25,0.24194255151728963,0.5186043718740285,2.763793264023424,204,136.32523615382468,44.960269999690354,151.46121743011588,,0.03933850777464308,0.5830582131701696,2.360915870985339,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-0.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-0.dat,,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-0.dat
RV-1,False,0.0,0.0,442.92620989541047,2457572.3622153443,0.0,0.0025,0.25,-0.2634609478178566,-0.6720860909998749,3.3376885290036684,60,50.46781217391886,20.943529999814928,88.26126003394388,,-0.4596552862768139,-1.012009900325237,3.4897134344167466,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-1.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-1.dat,,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-1.dat
RV-2,True,7.911208588399889,0.14054078823878552,1505.2794919166263,2457403.9000841053,0.028957705884846807,0.0025,0.25,0.4519590757968257,0.7211213823342865,2.8372759080546106,94,8.830973000009545,4.536194999935105,10.794889744600258,,-0.6809281523715717,-0.7940738713916758,2.3617352080117775,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-2.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-2.dat,,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-2.dat
RV-3,True,62.44539553397448,1.297326571932792,-738.4222520127933,2457405.434156351,0.85523326566628,0.0025,0.25,0.16061325671841412,0.6495743158754894,3.2290953334457604,267,27.864495490193733,7.028229999821633,59.320318119170366,,0.035972405696870505,0.4439947358007262,2.841933541873589,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-3.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-3.dat,,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-3.dat
RV-4,True,59.49791568123125,1.2348042720261174,838.7865889647173,2458866.776742363,0.8105744800186553,0.0025,0.25,0.03487233616649269,-0.5949738161807815,3.031212927546253,102,45.540848571434616,16.997210000175983,82.40728746215862,,-0.6236331089593434,-1.027904905727861,3.9022994255133527,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-4.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-4.dat,,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-4.dat
RV-5,True,60.56872499982229,1.2575184090871394,584.8269099017234,2457416.1272164434,0.826798863633671,0.0025,0.25,0.03474693934245326,0.4993962017250165,3.6015885250716653,25,17.961218165139744,6.986849999986589,36.40347715803143,,-0.11318075169031627,-0.43293998563599656,3.070295622487957,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-5.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-5.dat,,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-5.dat
RV-6,True,25.89967109221002,0.5221142352893035,-420.2662064199126,2457533.883992214,0.30151016806378816,0.0025,0.25,-0.08878275977648659,-0.5774523358851764,3.2459726257819206,228,46.51858193547495,9.975050000008196,89.31899321502746,,0.08451967307744401,-0.6831057757342411,2.9106511296918294,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-6.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-6.dat,,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-6.dat
RV-7,True,25.015033664705996,0.503349198948309,230.88910163371384,2457789.161213679,0.28810657067736356,0.0025,0.25,0.4203458318462784,0.9734572733701383,3.1457616156306245,248,83.11712666666135,17.009190000128,192.07739850171134,,-0.006827093651041727,-0.13227129988190184,4.4970068332690225,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-7.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-7.dat,,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-7.dat
RV-8,True,33.05660429446607,0.6739279698826136,-428.44738082477716,2457773.272283009,0.4099485499161526,0.0025,0.25,0.21413030308269232,0.6412976967556353,2.9908293230214635,346,82.55495444442042,25.95320999994874,90.32701033321531,,0.7152510381635423,0.2422512864210179,3.1200220152071303,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-8.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-8.dat,,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-8.dat
RV-9,True,53.11541080511266,1.0994178049569352,-837.335210602505,2457626.807892224,0.7138698606835252,0.0025,0.25,-0.16434227967398746,0.5988218591940782,3.525463446049899,340,22.190240500005892,7.588505000108853,39.33480712980773,,-0.3948789246536726,-1.084407727833655,2.407266027286808,./RV_DATASETS/DS1_ts_files/DS1-RV-RV-9.dat,./RV_DATASETS/DS2_ts_files/DS2-RV-RV-9.dat,,./RV_DATASETS/DS4_ts_files/DS4-RV-RV-9.dat
