ID,Pulsating,frequency,amplitudeRV,offsetRV,refepochRV,phase,D1_Ps,D1_Tobs,VALID_RECORD,all_times_nhist_numpeaks,all_times_nhist_peak1_bin,all_times_nhist_peak2_bin,all_times_nhist_peak3_bin,all_times_nhist_peak4_bin,all_times_nhist_peak_1_to_2,all_times_nhist_peak_1_to_3,all_times_nhist_peak_1_to_4,all_times_nhist_peak_2_to_3,all_times_nhist_peak_2_to_4,all_times_nhist_peak_3_to_4,all_times_nhist_peak_val,avg_double_to_single_step,avg_err,avgt,cad_probs_1,cad_probs_10,cad_probs_20,cad_probs_30,cad_probs_40,cad_probs_50,cad_probs_100,cad_probs_500,cad_probs_1000,cad_probs_5000,cad_probs_10000,cad_probs_50000,cad_probs_100000,cad_probs_500000,cad_probs_1000000,cad_probs_5000000,cad_probs_10000000,cads_avg,cads_med,cads_std,mean,med_double_to_single_step,med_err,n_epochs,std_double_to_single_step,std_err,total_time,amplitude,flux_percentile_ratio_mid20,flux_percentile_ratio_mid35,flux_percentile_ratio_mid50,flux_percentile_ratio_mid65,flux_percentile_ratio_mid80,max_slope,maximum,median,median_absolute_deviation,minimum,percent_amplitude,percent_beyond_1_std,percent_close_to_median,percent_difference_flux_percentile,period_fast,qso_log_chi2_qsonu,qso_log_chi2nuNULL_chi2nu,skew,std,stetson_j,stetson_k,weighted_average,fold2P_slope_10percentile,fold2P_slope_90percentile,freq1_amplitude1,freq1_amplitude2,freq1_amplitude3,freq1_amplitude4,freq1_freq,freq1_lambda,freq1_rel_phase2,freq1_rel_phase3,freq1_rel_phase4,freq1_signif,freq2_amplitude1,freq2_amplitude2,freq2_amplitude3,freq2_amplitude4,freq2_freq,freq2_rel_phase2,freq2_rel_phase3,freq2_rel_phase4,freq3_amplitude1,freq3_amplitude2,freq3_amplitude3,freq3_amplitude4,freq3_freq,freq3_rel_phase2,freq3_rel_phase3,freq3_rel_phase4,freq_amplitude_ratio_21,freq_amplitude_ratio_31,freq_frequency_ratio_21,freq_frequency_ratio_31,freq_model_max_delta_mags,freq_model_min_delta_mags,freq_model_phi1_phi2,freq_n_alias,freq_signif_ratio_21,freq_signif_ratio_31,freq_varrat,freq_y_offset,linear_trend,medperc90_2p_p,p2p_scatter_2praw,p2p_scatter_over_mad,p2p_scatter_pfold_over_mad,p2p_ssqr_diff_over_var,scatter_res_raw
RV-0,True,54.70317260863487,1.1330976007892246,640.4762575113282,2457652.757681956,0.737926857706589,0.0025,0.25,True,6.0,4.0,8.0,21.0,25.0,1.115606936416185,1.5950413223140496,1.8037383177570088,1.4297520661157026,1.616822429906542,1.130841121495327,7.762376237623762,inf,0.0001,2457652.882681956,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206,1.5132200726561176e-10,640.4895513736841,inf,0.0001,101.0,,1.3552527156068804e-20,0.25,1.1329559099030462,0.247416748788627,0.4580311461933,0.6518402312478069,0.8198519829678921,0.9335292259105838,377.5735460454575,641.6090894881763,640.4695752304061,0.8063148520435561,639.3431776683702,1.8220130958624952,0.504950495049505,0.1287128712871287,2.42665342809408,0.0182748538011695,14.59519146116472,0.9412367447635028,-0.0237808594251643,0.7983024425508342,7.037751347329056,1.1224246642266222,640.489551373684,-70.87318861995662,62.0611324030873,8.524010502754727e-08,1.5616776664631888e-08,1.1252619944689643e-09,5.329426060760993e-11,29.6,99999999.9999998,-2.5764972001423114,1.154383896351334,-2.6502351684894885,0.3635946911347633,8.523993367466699e-08,1.5616774310412562e-08,1.125261943127585e-09,5.3294250222748496e-11,29.6,-2.5764972207876733,1.154383881604118,-2.650235068205074,8.523976232213213e-08,1.561677195619276e-08,1.12526189178641e-09,5.3294239838005455e-11,29.6,-2.5764972414331555,1.1543838668566109,-2.6502349679222013,0.9999979897622108,0.999995979528474,1.0,1.0,2.6719985193381925e-17,7.432184981262249e-16,0.4511871112062905,0.0,1.0088730388774374,1.0088622374570415,1.552702026968903e-06,-2.65640665020328e-09,-0.2476084845097764,1.0797384593765775,3.6908409701734426,0.8436764365083587,1.5637947244120851,0.703888397361522,0.9971102848915012
RV-1,True,45.8705150272405,0.9457381975475256,1392.8251711477378,2458555.919112497,0.604098712533947,0.0025,0.25,True,1.0,,,,,,,,,,,7.801980198019802,inf,0.0001,2458556.044112497,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206,4.231116433292831e-10,1392.8386451924268,3579139.0,0.0001,101.0,,1.3552527156068804e-20,0.25,0.9453635881957324,,,,,,266.7038008057831,1393.770211195389,1392.8302908684925,0.6751528986364974,1391.8794840189976,,0.495049504950495,0.1188118811881188,,0.0217921896792189,13.904727708333798,1.2804334220783504,-0.0246557994546719,0.6697161652087779,5.881756230233018,1.1292801380727986,1392.8386451924268,-242.35169953040065,246.8560076505589,0.0431802967463152,0.2002433946095303,0.0877312886490388,0.0368476297118048,23.200000000000003,2.4125095903313365e-15,-1.0802240453815213,1.102478410213232,0.2124906454485524,0.0952596095658977,9.589607361663565e-08,7.4417831341944025e-09,2.0321632573466633e-09,4.581716822549632e-10,16.8,-0.9265893977125824,-1.673322282033579,-2.409032996190412,9.58958827843437e-08,7.4417816904565555e-09,2.0321631124767832e-09,4.5817165756622384e-10,16.8,-0.926589302799553,-1.673322086132807,-2.409032713468715,2.2208294255138194e-06,2.2208250060839798e-06,0.7241379310344827,0.7241379310344827,0.281976038231069,0.094200543257654,0.0561863239807431,0.0,10.643550859873882,10.643543497884972,2.178902477140479e-07,-0.0006268013198678,0.2570962932184574,0.2833861819469735,0.7032469150050138,0.6934289957517313,0.3843434418758659,0.4963215183554403,0.9254347349241382
RV-2,False,0.0,0.0,1799.268703363147,2457478.540948537,0.0,0.0025,0.25,True,1.0,,,,,,,,,,,7.801980198019802,inf,0.0001,2457478.665948537,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206,2.7375181124916433e-10,1799.2687033631466,10737418.0,0.0001,101.0,,1.3552527156068804e-20,0.25,0.0,,,,,,0.0,1799.268703363147,1799.268703363147,0.0,1799.268703363147,,0.0,0.0,,0.1726519337016574,-52.36434757713672,-inf,1.0,4.547473508864641e-13,-1.0,1.2531328320802004,1799.268703363147,0.0,0.0,1.0834470569529111e-14,3.211613007760414e-16,2.1264373773485166e-17,1.4085978178794753e-17,10.4,995.037190209988,-1.5707963174438786,-6.17447051036582e-08,-1.5707965121640828,1.1919899265417002,,,,,4.0,,,,,,,,7.2,,,,,,0.3846153846153846,0.6923076923076923,2.3605395678124996e-23,1.700772262965705e-22,0.3571248435640144,0.0,,,1.5969389457749759e-32,0.0,7.677770119599978e-23,,,,,0.0,
RV-3,False,0.0,0.0,918.0078848920804,2457611.735507834,0.0,0.0025,0.25,True,10.0,5.0,9.0,13.0,17.0,1.0972972972972972,1.2228915662650603,1.3716216216216215,1.1144578313253013,1.25,1.1216216216216215,8.752475247524753,inf,0.0001,2457611.8605078333,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206,2.7375181124916433e-10,918.0078848920804,10737418.0,0.0001,101.0,,1.3552527156068804e-20,0.25,0.0,,,,,,0.0,918.00788489208,918.00788489208,0.0,918.00788489208,,0.0,0.0,,0.311720698254364,,-inf,-1.0,1.1368683772161605e-13,-1.0,1.2531328320802004,918.0078848920796,,,,,,,4.0,,,,,,,,,,7.2,,,,,,,,7.2,,,,,,1.8,1.8,,,0.00875,0.0,,,,,,,,,,0.0,
RV-4,True,69.5032273171798,1.4470381552129052,-1375.321599178505,2460177.0958391256,0.9621701108663608,0.0025,0.25,True,1.0,,,,,,,,,,,7.801980198019802,inf,0.0001,2460177.2208391246,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206,2.7375181124916433e-10,-1375.3055849230636,10737418.0,0.0001,101.0,,1.3552527156068804e-20,0.25,1.4436787561749045,,,,,,600.9904194129181,-1373.8745990664456,-1375.3801771315668,1.0426685058666862,-1376.7619565787954,,0.4752475247524752,0.0891089108910891,,0.0143860052940499,15.502578078097343,0.5310902190563692,-0.0175361090076893,1.0236270926217212,9.135894152580228,1.126003165901596,-1375.3055849230634,-731.6099744497243,591.0552925048991,7.477171867343447e-08,7.349733324324404e-09,4.420354095151269e-09,1.2388397756514064e-09,20.0,99999999.9999998,-1.7144981308528604,2.781476032943447,-2.209222895986372,0.3839954357943282,7.47715678677104e-08,7.349732269069283e-09,4.420353963354001e-09,1.2388397723251663e-09,20.0,-1.7144981468732787,2.781475991353902,-2.209222967955433,7.477141706231745e-08,7.349731213821899e-09,4.42035383155608e-09,1.2388397689992176e-09,20.0,-1.714498162894257,2.781475949764341,-2.2092230399246744,0.9999979831181262,0.9999959662406808,1.0,1.0,8.670463108597799e-16,8.377796019964697e-16,0.3532349111657133,0.0,1.0088178684712636,1.0088072581523886,5.539450825922847e-07,-7.557900971733034e-10,-0.0908564790514779,0.2842371374891856,0.529650993700691,1.02039739568416,0.894342487578487,1.079910333754749,0.9991036372563789
RV-5,True,40.84959481228514,0.8392338293515029,988.3442236309938,2457837.014987719,0.5280241638225022,0.0025,0.25,True,7.0,4.0,8.0,17.0,21.0,1.1162790697674418,1.422222222222222,1.5737704918032789,1.274074074074074,1.4098360655737705,1.1065573770491803,7.762376237623762,inf,0.0001,2457837.1399877183,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206,2.7375181124916433e-10,988.3295939172924,10737418.0,0.0001,101.0,,1.3552527156068804e-20,0.25,0.8389041410382561,,,,,,211.72192633419223,989.1834565083692,988.2937532894244,0.5842444692575555,987.5056482262928,,0.504950495049505,0.1386138613861386,,0.0244714173844949,13.447843244484549,1.4930729131156837,0.0381866876165767,0.5927255657042558,5.134449626152443,1.120785555884877,988.3295939172924,-170.04599657645474,160.71533750064293,1.3053058703942068e-07,1.4191622216048491e-09,6.635441870238409e-10,1.1879540929086635e-10,26.4,99999999.9999998,2.560945135157391,1.848680528286762,2.2372911463693987,1.1826021739205372,1.3053032592137584e-07,1.4191618618064647e-09,6.635442514820113e-10,1.1879540889483308e-10,26.4,2.560944748473104,1.8486806784089045,2.237291415817517,1.305300648038724e-07,1.4191615020062043e-09,6.635443159404295e-10,1.187954084988565e-10,26.4,2.560944361789079,1.848680828530869,2.237291685266527,0.9999979995643108,0.9999959991327694,1.0,1.0,1.2159499417992343e-16,1.75629968154442e-15,0.3622142414160448,0.0,1.0073341954283646,1.0073341775786788,3.593410893744214e-07,-3.6525307223200802e-09,-0.2457136000269836,0.637144549730511,1.7970698321344862,0.6349288094560693,1.9203496251318344,0.3994904534647217,1.0000433787084655
RV-6,True,43.3336025668642,0.891924902933483,-937.461075231122,2457875.471812564,0.5656606449524879,0.0025,0.25,True,1.0,,,,,,,,,,,7.801980198019802,inf,0.0001,2457875.596812564,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206,1.5132200726561176e-10,-937.4562892779942,inf,0.0001,101.0,,1.3552527156068804e-20,0.25,0.8919078786302634,,,,,,238.13792112071275,-936.5691680517924,-937.4555656308662,0.6289411278553416,-938.3529838090528,,0.504950495049505,0.1188118811881188,,0.0230712440014765,13.692948806955238,1.366553940079739,-0.0072661693599392,0.628933040344077,5.492863893688689,1.1254383588586312,-937.456289277994,-206.5488321347717,202.2261515630402,1.31917260328392e-07,3.48412446224081e-10,8.522444952312701e-10,5.2985665755415606e-11,29.6,99999999.9999998,1.984110934578285,-2.6975120154817542,2.2348967650414973,1.1831918236258354,1.3191699655805274e-07,3.484128424225439e-10,8.522444713851044e-10,5.2985669934399024e-11,29.6,1.9841103800702948,-2.6975120076465595,2.234896689979728,1.3191673278822544e-07,3.484132386202158e-10,8.522444475391394e-10,5.2985674113471887e-11,29.6,1.9841098255643093,-2.6975119998107173,2.2348966149181746,0.9999980004865276,0.9999960009769364,1.0,1.0,1.1457313339883265e-15,1.603068245012565e-15,0.3574547737604547,0.0,1.0073334448446272,1.0073334284090445,4.500689061944575e-07,-5.5590589909115814e-09,0.0687277322706092,0.492113678033263,0.5792295793801749,0.682819406279379,0.5550723765432038,0.4542170782481025,0.9877068327554062
RV-7,False,0.0,0.0,-2897.025037092034,2457549.422670372,0.0,0.0025,0.25,True,9.0,4.0,8.0,13.0,17.0,1.1142857142857143,1.2828947368421053,1.4130434782608694,1.1513157894736843,1.2681159420289854,1.1014492753623188,7.801980198019802,inf,0.0001,2457549.547670372,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206,2.7375181124916433e-10,-2897.025037092034,10737418.0,0.0001,101.0,,1.3552527156068804e-20,0.25,0.0,,,,,,0.0,-2897.025037092033,-2897.025037092033,0.0,-2897.025037092033,,0.0,0.0,,0.311720698254364,,-inf,1.0,4.547473508864641e-13,-1.0,1.2531328320802004,-2897.025037092033,,,,,,,4.0,,,,,,,,,,7.2,,,,,,,,7.2,,,,,,1.8,1.8,,,0.00875,0.0,,,,,,,,,,0.0,
RV-8,False,0.0,0.0,677.574343852847,2457401.271192142,0.0,0.0025,0.25,True,11.0,5.0,9.0,13.0,17.0,1.0824175824175823,1.1796407185628743,1.3493150684931507,1.0898203592814373,1.2465753424657535,1.143835616438356,8.475247524752476,inf,0.0001,2457401.396192142,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206,2.7375181124916433e-10,677.574343852847,10737418.0,0.0001,101.0,,1.3552527156068804e-20,0.25,0.0,,,,,,0.0,677.5743438528472,677.5743438528472,0.0,677.5743438528472,0.0,0.0,0.0,0.0,0.311720698254364,-53.41563968612455,-inf,1.0,1.1368683772161605e-13,-1.0,1.2531328320802004,677.5743438528473,,,,,,,4.0,,,,,,,,,,7.2,,,,,,,,7.2,,,,,,1.8,1.8,,,0.00875,0.0,,,,,,,,,,0.0,
RV-9,True,48.01318405949576,0.9911887527771828,-315.77117147653735,2457903.186332396,0.6365633948408449,0.0025,0.25,True,12.0,4.0,9.0,13.0,17.0,1.0879120879120878,1.18562874251497,1.3288590604026846,1.0898203592814373,1.221476510067114,1.1208053691275168,8.277227722772277,inf,0.0001,2457903.311332396,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206,2.7375181124916433e-10,-315.77767701202447,10737418.0,0.0001,101.0,,1.3552527156068804e-20,0.25,0.9882380363243896,0.3383519479366877,0.4925978094665352,0.6277889149379136,0.803922038881425,0.9367204131172608,291.6980338687571,-314.779997387392,-315.724975556152,0.682620497460789,-316.75647346004075,1.5858251882485168,0.5148514851485149,0.0792079207920792,2.1484227111703644,0.0208229218723971,14.081643887441311,1.1927124211710345,0.0200305383517751,0.7002599181120968,6.147199141966325,1.129323273958713,-315.77767701202447,-6.083056224042996e-06,7.752447767345742e-06,1.3175122846024608e-07,7.627503411802368e-09,6.269098468379221e-10,1.0465204863725923e-10,29.6,99999999.9999998,0.2911349991998273,0.2289450053695428,-1.8926437325181489,1.1183305347828694,1.317509664727384e-07,7.627503268689711e-09,6.269098284250764e-10,1.0465206801767526e-10,29.6,0.291135035716036,0.2289449670244628,-1.892643643868492,1.3175070448576e-07,7.627503125575312e-09,6.269098100123523e-10,1.0465208739805692e-10,29.6,0.2911350722318868,0.228944928679198,-1.8926435552196563,0.9999980114985588,0.9999960230011348,1.0,1.0,1.4819132579789606e-17,1.6127777572171612e-15,0.3227771604158109,0.0,1.007418605252087,1.0074183545470894,4.907146011103644e-06,-2.4791688701952808e-09,-0.4430518271855861,1.0017423232818998,3.344448711359521,0.7404047005897421,1.238727220452169,0.5433286342836059,1.0110456262898808
