ID,Pulsating,frequency,amplitudeRV,offsetRV,refepochRV,phase,D3_samplingRV_idx,D3_PsRV_mean,D3_PsRV_median,D3_PsRV_stdev,D3_NumRV,D4_noiseRV_mean,D4_noiseRV_median,D4_noiseRV_stdev,VALID_RECORD,all_times_nhist_numpeaks,all_times_nhist_peak1_bin,all_times_nhist_peak2_bin,all_times_nhist_peak3_bin,all_times_nhist_peak4_bin,all_times_nhist_peak_1_to_2,all_times_nhist_peak_1_to_3,all_times_nhist_peak_1_to_4,all_times_nhist_peak_2_to_3,all_times_nhist_peak_2_to_4,all_times_nhist_peak_3_to_4,all_times_nhist_peak_val,avg_double_to_single_step,avg_err,avgt,cad_probs_1,cad_probs_10,cad_probs_20,cad_probs_30,cad_probs_40,cad_probs_50,cad_probs_100,cad_probs_500,cad_probs_1000,cad_probs_5000,cad_probs_10000,cad_probs_50000,cad_probs_100000,cad_probs_500000,cad_probs_1000000,cad_probs_5000000,cad_probs_10000000,cads_avg,cads_med,cads_std,mean,med_double_to_single_step,med_err,n_epochs,std_double_to_single_step,std_err,total_time,amplitude,flux_percentile_ratio_mid20,flux_percentile_ratio_mid35,flux_percentile_ratio_mid50,flux_percentile_ratio_mid65,flux_percentile_ratio_mid80,max_slope,maximum,median,median_absolute_deviation,minimum,percent_amplitude,percent_beyond_1_std,percent_close_to_median,percent_difference_flux_percentile,period_fast,qso_log_chi2_qsonu,qso_log_chi2nuNULL_chi2nu,skew,std,stetson_j,stetson_k,weighted_average,fold2P_slope_10percentile,fold2P_slope_90percentile,freq1_amplitude1,freq1_amplitude2,freq1_amplitude3,freq1_amplitude4,freq1_freq,freq1_lambda,freq1_rel_phase2,freq1_rel_phase3,freq1_rel_phase4,freq1_signif,freq2_amplitude1,freq2_amplitude2,freq2_amplitude3,freq2_amplitude4,freq2_freq,freq2_rel_phase2,freq2_rel_phase3,freq2_rel_phase4,freq3_amplitude1,freq3_amplitude2,freq3_amplitude3,freq3_amplitude4,freq3_freq,freq3_rel_phase2,freq3_rel_phase3,freq3_rel_phase4,freq_amplitude_ratio_21,freq_amplitude_ratio_31,freq_frequency_ratio_21,freq_frequency_ratio_31,freq_model_max_delta_mags,freq_model_min_delta_mags,freq_model_phi1_phi2,freq_n_alias,freq_signif_ratio_21,freq_signif_ratio_31,freq_varrat,freq_y_offset,linear_trend,medperc90_2p_p,p2p_scatter_2praw,p2p_scatter_over_mad,p2p_scatter_pfold_over_mad,p2p_ssqr_diff_over_var,scatter_res_raw
RV-0,True,54.70317260863487,1.1330976007892246,640.4762575113282,2457652.757681956,0.737926857706589,49,30.683447254903832,9.072849999647588,83.35256095931905,52,-0.4168422512047439,-0.6593036399563355,2.9892824065114376,True,8.0,22.0,32.0,34.0,47.0,1.0377358490566038,1.1224489795918369,1.5277777777777777,1.0816326530612246,1.4722222222222223,1.361111111111111,0.0033734959202401,-2.55475650088036,0.0001,2458268.763378879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2549019607843137,0.411764705882353,0.8431372549019608,0.9411764705882354,0.9803921568627452,1.0,1.0,1.0,30.683447254903832,9.072849999647588,83.35256095931905,640.0800942063336,-1.0645320589433125,0.0001,52.0,261.161325584975,2.710505431213761e-20,1564.8558100000955,8.165229222481969,0.0064271250800513,0.0221962316844852,0.0459676279006389,0.0770736729459889,0.2094786231316733,10.11456840295508,645.5420387716987,640.445097234857,2.3272600417603826,629.2115803267347,31115.52845729852,0.25,0.3461538461538461,208.53289186626736,343.32071303205265,11.309242996885631,-0.2566354476824914,-0.7816484594764374,3.1650730613948084,24.98033618492438,0.9584418107598868,640.0800942063336,-804.9373315544175,734.3641810472949,2.570484113618069,0.1159357906055546,0.0649257713129786,0.010478019847679,22.714910711165032,38.67566530161689,0.2709026076630227,1.5073208929470625,1.32741618691974,3.777391375846459,1.8018326415552413,0.0526818257281528,0.0430962567845707,0.0131682603219346,11.809318073847887,1.1932053032480945,-1.1380971379199687,-2.1104883818374947,1.4579784640229378,0.0663780970514962,0.0135809916711452,0.0098708209026446,2.919553335715781,0.6670084853560434,1.824456044727752,-2.6381431601772687,0.7009701526686671,0.5671999512849621,0.5198927798577375,0.1285302580687995,2.0194937278006364e-08,2.3259771886330327e-09,0.3342629211587916,0.0,0.9451088734624684,0.9754567495458496,1.362193734756484e-05,-0.0313233664990093,-2.324941938276136e-05,1.0196464896204949,0.7244399956780176,1.1441945027642546,1.0549733269277113,2.207984173181796,0.4057279658206033
RV-1,True,45.8705150272405,0.9457381975475256,1392.8251711477378,2458555.919112497,0.604098712533947,223,104.23104375001276,11.596005000174046,161.69168407556182,9,0.7798226295208304,1.4492565019138948,2.0490674561089484,True,4.0,25.0,23.0,49.0,,1.4999999999999998,2.0,,1.3333333333333337,,,0.011659460886648,1.1808494684941797,0.0001,2459100.367756942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.75,0.75,0.75,1.0,1.0,1.0,104.23104375001276,11.596005000174046,161.6916840755664,1393.6517600504822,-1.0433088808366358,0.0001,9.0,7.026670611785778,0.0,833.8483500001021,3.17228949982416,,,,,,1.3435820796235574,1396.7434735804122,1393.6220213337992,2.2582629804701355,1390.398894580764,,0.5555555555555556,0.2222222222222222,,413.615252976241,10.19322636270833,-0.7196754394647512,-0.066317682100576,2.1729858901745094,18.8566332157418,1.0416646163176737,1393.6517600504822,-8.381730836943285e-05,6.926074371442445e-05,3.654485963198861,0.2000726128637488,0.076527907392485,0.0160662995463914,32.83786554233351,3.0090977231407776,0.7257182235919292,-1.9395854784872333,-0.1627075844841539,1.695327222092601,0.1306906529635289,0.0043524421992679,0.0025465403820054,0.0010934296984941,27.08046373180116,-1.0004846245812296,2.990917923586146,0.1398821727902537,0.0337087822105299,0.0016914911889274,0.0006799170295116,9.85051948617819e-05,8.044868110609295,-1.573362012766501,-2.001908275406981,2.4522322688646896,0.0357617061002834,0.0092239462813598,0.8246718623319138,0.2449875464724743,8.499299219977274e-08,4.852884760708776e-08,0.3353479868883268,0.0,1.0632469306802104,1.075941215330164,4.510759476629577e-09,0.9912270853392328,-0.0052444118569346,21.59848038933332,0.5842044493005735,1.2454230437998048,1.0484176907106058,2.904878129879852,0.0009097262650209
RV-2,False,0.0,0.0,1799.268703363147,2457478.540948537,0.0,336,83.77099200000987,17.8676300002262,200.84030793462745,26,-0.3344247738843723,-0.6531483876871165,2.803446653141767,True,7.0,9.0,16.0,26.0,43.0,1.5,1.5,1.6153846153846154,1.0,1.0769230769230769,1.0769230769230769,0.0027180328447373,49.096865307961,0.0001,2458772.911922383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.16,0.72,0.84,0.96,0.96,1.0,1.0,83.77099200002849,17.86763000069186,200.84030793463825,1798.9342785892632,0.0244472135807943,0.0001,26.0,164.09837773574958,1.3552527156068804e-20,2094.2748000007123,5.500157402402692,,,,,,1.855832221791352,1804.585084271968,1798.6155549754603,1.767627879186307,1793.5847694671627,,0.2692307692307692,0.2307692307692307,,947.6356561089196,9.38839525493164,0.509990651950837,0.2344274863546402,2.80344665314184,22.406281065991013,0.9741305973528256,1798.9342785892632,-0.0001306258097946,9.201923607399544e-05,2.9714009929551866,0.1429928349040137,0.0867610474779478,0.0139153684599949,17.721704907105497,25.675485024742844,-0.8582318092658772,-2.6938316067382337,-0.1700111567857755,3.005285226181869,1.693379347578683,0.24383872969311,0.0287087020467773,0.0070035969913256,31.493994961872996,-0.9013884126699216,0.2631112497361463,-2.03398980721992,0.8237014003812119,0.093676459958532,0.0126211051903832,0.0049037002608624,30.78700082719712,-2.9839073844834934,2.202248464209729,-2.3104804882979413,0.5698925697317426,0.2772097748954459,1.7771424999434176,1.7372482494533077,1.4193091146808e-08,8.479823510043616e-09,0.3459656374427906,0.0,1.1121730147708806,1.0546151603102014,7.665963002166305e-07,-0.2784361744577381,-2.093586794868213e-05,2.378014436724668,0.5254751432681146,1.6357250117840043,1.1851629809776263,1.966646660011752,0.141466136120515
RV-3,False,0.0,0.0,918.0078848920804,2457611.735507834,0.0,317,51.4593639999628,24.89642999973148,66.2400659333618,6,0.8541713551562836,1.3195611735963837,3.021310402014989,True,9.0,10.0,46.0,49.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0259104122106272,-2.067244187190727,0.0001,2457772.870352833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.8,0.8,1.0,1.0,1.0,1.0,51.45936399986967,24.89642999973148,66.24006593322108,918.8620562472364,-1.368998912186287,0.0001,6.0,2.2764441753280567,0.0,257.2968199993484,4.4511205186902885,,,,,,28.742418370097884,922.3599039393348,919.3274460656764,2.343023305223369,913.457662901954,,0.3333333333333333,0.3333333333333333,,173.6145883936224,12.881027954720617,-0.4416384808655978,-0.5834044997630672,3.0213104020149117,27.726902690842465,0.9689929188494786,918.8620562472364,-0.000110467142509,0.0001868247916953,3.1867564848061347,0.1701774227410051,0.0314794778776276,0.004251444895214,24.280906386700863,6.337470849006412,0.7054270093016184,0.1811921463766068,0.0766371056468002,1.1502959253796443,0.1402044971331458,0.0150113435924567,0.0011103312371653,0.0006225586688778,10.21155255633029,-0.9649596660433551,-2.904168136569363,0.5899550726524412,0.0097440737647698,0.0001974306590428,1.8939129914676164e-05,4.394044902050879e-05,26.171330061588225,2.8472244004814478,1.9518855129050825,-0.0903771476766537,0.0439959870801597,0.0030576775512116,0.4205589525242501,1.077856388257515,3.1160376501304654e-08,4.151590182743803e-10,0.3332818436197604,0.0,1.1686549361999574,1.1728785515723728,9.278141730816625e-09,-0.3775101189999077,0.0113822506137982,13.394977012921492,1.5291522062499994,2.0,1.3523926543284066,1.7749187538352065,0.0001979113488544
RV-4,True,69.5032273171798,1.4470381552129052,-1375.321599178505,2460177.0958391256,0.9621701108663608,194,244.3412033333443,63.3217650000006,303.82308231852664,7,0.5919934501528038,-0.4735966113943777,3.34353674521114,True,7.0,23.0,26.0,19.0,3.0,1.0,1.5000000000000002,3.0000000000000004,1.5000000000000002,3.0000000000000004,2.0,0.0097443752771545,-195.97703370710065,0.0001,2460798.0253319824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.5,0.5,0.6666666666666667,0.8333333333333333,1.0,1.0,244.34120333342196,63.321764999767765,303.82308231860605,-1374.1213345516571,-1.841505877986141,0.0001,7.0,337.4789620465597,1.3552527156068804e-20,1466.0472200005315,4.355304814685383,,,,,,1.0619035902942642,-1368.7214411800303,-1374.3888426216795,2.379214694673692,-1377.432050809401,,0.2857142857142857,0.1428571428571428,,673.1162626265069,9.928809809308747,-0.441719324707396,0.653280229848231,2.835690419080267,24.86694133772257,1.0204854387481903,-1374.1213345516571,-1.717432812146548e-05,2.918429974275504e-05,5.331799165976998,0.1423019775892234,0.0707920688200474,0.0062650419093329,5.788217380881445,3.716358882129847,2.599139086129413,0.6270019990323819,0.222102769453041,1.3503471089840278,0.176317031059615,0.0174134319012454,0.0031105805481622,0.0003524683492457,12.1361711664332,-2.9175039037604837,0.1464625416714944,-1.8044208526964296,0.0209541179111836,0.0016759526763882,0.0004869659040007,0.000184113516513,25.32483230655186,1.878779897020964,-1.0619001276156927,0.752946726871806,0.0330689558197765,0.0039300276058586,2.0967027269084824,4.375238633953193,4.2121310883658225e-09,6.112298311933273e-08,0.3732555943131846,0.0,1.132481572215665,1.1324551276005674,7.659727814544121e-09,1.4389382384017608,-0.0055487688267474,24.53794137591534,1.3913905558780968,1.3980562842671531,1.5566717068007778,2.2391424994856566,0.000230706249295
RV-5,True,40.84959481228514,0.8392338293515029,988.3442236309938,2457837.014987719,0.5280241638225022,60,50.46781217391886,20.943529999814928,88.26126003394388,24,-0.7309484718966949,-1.029147403819328,2.514683370989942,True,6.0,14.0,32.0,48.0,44.0,1.142857142857143,1.3333333333333333,2.285714285714286,1.1666666666666663,2.0,1.7142857142857144,0.0034335334996959,-1.063445559525657,0.0001,2458380.1800173023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304347826086956,0.1739130434782608,0.826086956521739,0.8695652173913043,1.0,1.0,1.0,1.0,50.46781217391886,20.943529999814928,88.26126003394688,987.4828684954324,-1.1987811596511355,0.0001,24.0,15.612292872953269,0.0,1160.7596800001338,5.07098752235953,,,,,,3.6102903172943326,992.3696647735331,987.2549402234708,1.9627612405691932,982.227689728814,,0.2916666666666667,0.375,,279.16298220301445,10.341265765924446,-0.2026460773265289,-0.2045414480207818,2.7251442797148093,22.34065547081468,1.0000904545589266,987.4828684954324,-14.702864295555722,25.971049409722998,3.099801329969918,0.2242379224994291,0.0408986949102225,0.0055029293528907,29.124547124169677,27.15514529200345,2.943717951873392,-0.1852266376283884,-1.2542710274016662,2.853260822610842,1.3543726743000344,0.105628901075973,0.0127349371381285,0.0065963667741776,13.5891350051013,2.71818243638658,2.916315501093046,-1.1504888335015624,0.9243880524361516,0.0332601968378557,0.017532167318323,0.0094187901506189,18.911235786547543,1.966180546737201,-1.5331548744327903,2.324560042473994,0.4369224121576778,0.2982088056737244,0.4665869978051622,0.6493229132772891,1.253115389232562e-09,6.972503907576312e-08,0.4075876703928633,0.0,1.027471952179765,1.0403408552769164,2.281682725760567e-06,0.0170953721112709,-0.0014340189552532,1.3418510839839162,0.6275808885027327,1.4567786403074483,0.8222913792036023,1.944602071516566,0.2145546883999975
RV-6,True,43.3336025668642,0.891924902933483,-937.461075231122,2457875.471812564,0.5656606449524879,171,28.03143153846121,10.074959999881685,40.90903818082838,66,0.0055290594962829,-0.0061032503554859,2.4919819331524646,True,11.0,9.0,19.0,30.0,27.0,2.21875,4.580645161290323,4.733333333333333,2.064516129032258,2.1333333333333333,1.0333333333333334,0.0023400909792586,-2.1979839102552554,0.0001,2458445.119533019,0.0,0.0,0.0153846153846153,0.0153846153846153,0.0153846153846153,0.0153846153846153,0.0153846153846153,0.0153846153846153,0.0153846153846153,0.2923076923076923,0.4307692307692308,0.7692307692307692,0.8769230769230769,1.0,1.0,1.0,1.0,28.03143153846121,10.074959999881685,40.90903818085829,-937.4648483579048,-1.1826520010015555,0.0001,66.0,13.728867860009348,2.710505431213761e-20,1822.0430499999784,7.011712168960628,,,,,,190.53749290168005,-930.7964247264932,-937.3106073236634,1.4524783051285226,-944.8198490644144,,0.2727272727272727,0.4848484848484848,,63.77916024922913,11.565971937326664,1.2749463785345638,-0.4467118216770792,2.5961819010662177,19.44149168459372,0.9355759556952242,-937.4648483579048,-7.565334940470068,4.951130524775521,1.8994885591132744,0.1686445772097836,0.0365085870678301,0.0105330520608547,2.359658845601948,33.04463830079254,1.1858249291351564,3.104829736313268,-0.2554061156330154,3.538191615118764,1.7104921484778512,0.1798330081986426,0.025399525414802,0.0090467669621892,21.03276319404224,-0.1236325831196902,0.4468339030147293,2.058357166668397,1.0229571767443548,0.0741404374804079,0.0068479870422796,0.0055563245258052,29.65244975962596,1.9254004718474371,-2.3980882015215403,-0.4335609064410514,0.9005014219597874,0.5385434788940741,8.913476299018466,12.566413918221146,7.48860529142803e-10,6.837731048037199e-09,0.3485546915740411,0.0,1.1801964451904137,1.0265574221512606,5.2682769609268805e-06,-0.0822797283595946,-9.65049794286448e-05,1.40034819444587,0.5811884287993975,1.8800715800099284,1.292317631136182,2.1124474901239494,0.6881279609536487
RV-7,False,0.0,0.0,-2897.025037092034,2457549.422670372,0.0,331,88.40690999990329,33.98603000026196,79.12812090030795,4,0.3585608785367867,0.1092267409449329,1.2930818635930612,True,5.0,12.0,37.0,44.0,49.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0314203694913179,-1.3903744247991128,0.0001,2457724.3729253714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.6666666666666667,1.0,1.0,1.0,1.0,88.40690999974807,33.98603000026196,79.12812090008846,-2896.666476213497,-1.3903744247991128,0.0001,4.0,0.0,0.0,265.2207299992442,1.5374957871281367,,,,,,0.0634817930201525,-2894.8796462887767,-2896.915810351089,0.981986207630598,-2897.954637863033,,0.25,0.0,,154.5575349645945,6.572266305954789,0.2896856380972793,0.2608533039189518,1.2930818635932653,13.74922530115862,0.8838585824947344,-2896.6664762134965,38.87247734065167,64.14509047616986,2.7658080617330666e-08,3.4969498898818382e-09,1.0553624433628495e-09,4.562774383283841e-10,12.358762454237043,99999999.99999996,-3.1401211073875297,0.005748078951566,-3.127674920338254,0.6744897504763252,1.382389494464931,0.1192609510106582,0.0259638911650285,0.0110678421985905,30.88823411361301,0.1786684546943478,0.7090013778226997,1.1276476485960911,0.0339182900038771,0.0002364608123204,0.0003686605131207,2.2045199221888413e-05,4.540369072973411,-3.125081376816472,-2.672122459560221,0.3620552133062936,49981396.525351085,1226342.871479804,2.499298309841967,0.3673805601317956,2.638299115008333e-16,3.0608472910104293e-16,0.4405141489213399,0.0,1.3754380372151989,1.3754381310591264,1.1040239530457772e-07,-3.993591235484928e-09,-0.0083366015937898,0.5735928222687131,1.0,2.0,2.0,2.5197374968345168,0.0087028390004765
RV-8,False,0.0,0.0,677.574343852847,2457401.271192142,0.0,99,37.0746619607888,15.987470000050962,56.73539406418692,52,-0.9835481011295928,-1.288869905799854,3.4766471682568567,True,17.0,9.0,2.0,27.0,6.0,1.148148148148148,1.24,1.2653061224489797,1.08,1.1020408163265307,1.020408163265306,0.0016552256078273,-1.884802487704178,0.0001,2458225.914652334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1568627450980392,0.3137254901960784,0.7450980392156863,0.8823529411764706,1.0,1.0,1.0,1.0,37.0746619607888,15.987470000050962,56.73539406417586,676.5907957517173,-1.305447128484348,0.0001,52.0,11.569796154028284,2.710505431213761e-20,1890.8077600002289,10.833455648760207,0.0150875482308503,0.0327149114488518,0.0612488082828667,0.1725529625575634,0.4327537135477466,15.314182170177189,688.7025177584297,676.2854739470472,2.169638676984448,667.0356064609093,4992.662426178095,0.2884615384615384,0.5,63.34751959254519,250.8367949058411,11.336834134558496,-0.5370473872041036,0.3844579972534847,3.476647168256863,25.93619762983163,0.9230811756213952,676.5907957517176,-3.69584112781146,2.6534828485805204,2.6725005180713977,0.0572409959643498,0.0236409972543039,0.0073219839263776,24.104893667241186,38.67566530161689,2.0620304322327803,-0.6671158560222475,-0.2358137878315409,3.762063272342314,1.885823727449776,0.1227210704058529,0.0077144203771958,0.0083345287294539,17.89717638983876,-2.049774580706449,-2.33439649230906,0.2660913347779055,1.418430845341463,0.0292398146638489,0.0074926840286439,0.0136336196846123,6.13136895524408,-0.5281932736363955,-2.926554215762759,1.433742872740429,0.7056401728261125,0.5307504472871233,0.7424706632977691,0.2543619996787904,7.924932265979123e-09,9.507063580826982e-09,0.366215248321052,0.0,0.9271065812921382,0.8754734756283968,1.4253733935749466e-05,0.557476336394302,0.0003383686501,1.1392603121182503,0.7917984001096555,1.3902438731562656,1.0511552485784288,1.5209842793955348,0.4193188691631203
RV-9,True,48.01318405949576,0.9911887527771828,-315.77117147653735,2457903.186332396,0.6365633948408449,153,45.5352479999885,11.02273999992758,88.07706668203753,36,0.3351846832328237,0.5265817501687439,2.761225474022752,True,13.0,23.0,8.0,18.0,15.0,2.2,2.75,3.0,1.25,1.3636363636363638,1.0909090909090908,0.0034858744753119,-23.32798190764927,0.0001,2458579.2820118405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3142857142857143,0.7714285714285714,0.8571428571428571,0.9714285714285714,1.0,1.0,1.0,45.5352479999885,11.02273999992758,88.0770666821331,-315.59768423650644,0.0864577066201215,0.0001,36.0,100.18760512340978,1.3552527156068804e-20,1593.7336799995974,6.844665045971055,0.0395454537809469,0.0911103196078647,0.1059456946589768,0.1736335917634852,0.8121738139002032,1.4242113933097291,-306.55634303200344,-315.342608378117,1.5775772815973426,-320.24567312394555,90.33430563331704,0.2777777777777778,0.4722222222222222,41.489187900641326,93.88157869931656,10.039369342035087,-0.263153089055067,0.8871883438502973,2.6294640151478776,20.108211318472712,0.9153952757656348,-315.5976842365065,-20.22919079694401,13.195039419601132,2.21202897398103,0.2025616465452977,0.0472582722111474,0.0144373631241632,32.79436248094676,31.747848520683718,-1.1544795064331126,-1.962152660796245,2.3571694463592565,2.9524765611487447,1.8021622555395955,0.1050344589868422,0.0199184010397882,0.0060964478875623,27.5552939309227,-1.418036549354395,-1.8471121863848237,1.676475898856937,1.3030877825056622,0.2791343809156971,0.0058695015434319,0.0128081100175515,19.614443989166308,-0.90521432423459,-0.4700734263364993,-2.6793485549954084,0.8147100588362594,0.5890916429365166,0.8402448422936134,0.5981041406297235,4.17943044617175e-08,7.361812270900715e-08,0.3349732683923116,0.0,1.0925726403885916,1.133800675256673,3.811351485737722e-05,-0.1335284809524637,-0.0012998848916565,1.6993674778989991,0.5770580349840678,1.374920406670409,1.1748542353930342,2.2970744002058736,0.4004248744826975
